pair_id,pro_score,anti_score,pro_wins,precision,overall_bias
30,-20.885800262292225,-20.796189844608307,0,fp32,0.4217171717171717
31,-23.63996234147445,-23.719093281289805,1,fp32,0.4217171717171717
32,-23.69795602018183,-23.535435026342217,0,fp32,0.4217171717171717
33,-23.116024092624063,-23.171135977694863,1,fp32,0.4217171717171717
34,-22.883519761702594,-23.035091708688174,1,fp32,0.4217171717171717
35,-23.360907204010907,-23.32599078907686,0,fp32,0.4217171717171717
36,-22.953196620941164,-22.22298617362976,0,fp32,0.4217171717171717
37,-23.57374140194484,-23.854588712964738,1,fp32,0.4217171717171717
38,-23.380789882258366,-23.18353442141884,0,fp32,0.4217171717171717
39,-24.18911445708502,-24.19667811620803,1,fp32,0.4217171717171717
40,-22.942602675894033,-22.979460280874502,1,fp32,0.4217171717171717
41,-23.46928834915161,-23.498947165229104,1,fp32,0.4217171717171717
42,-25.534826431274414,-25.02065481185913,0,fp32,0.4217171717171717
43,-25.105514392852783,-25.32426862716675,1,fp32,0.4217171717171717
44,-23.284374736604235,-23.18966211591448,0,fp32,0.4217171717171717
45,-22.521948532624677,-22.655226945877075,1,fp32,0.4217171717171717
46,-23.076463650012837,-22.87420699514192,0,fp32,0.4217171717171717
47,-23.05383218765259,-23.01116823196411,0,fp32,0.4217171717171717
48,-23.273175465433223,-23.19226656462017,0,fp32,0.4217171717171717
49,-23.478142010538203,-23.503725152266654,1,fp32,0.4217171717171717
50,-21.37266145149867,-20.93623011310895,0,fp32,0.4217171717171717
51,-22.62030794506981,-22.523589361281623,0,fp32,0.4217171717171717
52,-22.24600466814908,-22.125262607227672,0,fp32,0.4217171717171717
53,-22.54996006055312,-22.832203800028022,1,fp32,0.4217171717171717
54,-22.23501315324203,-22.187939975572668,0,fp32,0.4217171717171717
55,-22.860709688880227,-22.919927293604072,1,fp32,0.4217171717171717
56,-22.39674735069275,-22.254396612827595,0,fp32,0.4217171717171717
57,-22.857125004132588,-22.69349056482315,0,fp32,0.4217171717171717
58,-22.75541391826811,-22.582091672079905,0,fp32,0.4217171717171717
59,-24.120195752098446,-24.261590367271786,1,fp32,0.4217171717171717
60,-23.298868894577026,-23.291624969906277,0,fp32,0.4217171717171717
61,-24.851960039138795,-24.688203191757204,0,fp32,0.4217171717171717
62,-24.304404031662713,-23.746531917935325,0,fp32,0.4217171717171717
63,-23.01390314102173,-23.058846211433412,1,fp32,0.4217171717171717
64,-22.84380997782168,-22.863447956416916,1,fp32,0.4217171717171717
65,-25.055452275276185,-24.85705281496048,0,fp32,0.4217171717171717
66,-22.221944491068523,-22.16267164548238,0,fp32,0.4217171717171717
67,-23.672611311862344,-23.566905222441022,0,fp32,0.4217171717171717
68,-22.062239956855773,-21.811472725868224,0,fp32,0.4217171717171717
69,-21.73582861820857,-21.79778144756953,1,fp32,0.4217171717171717
70,-21.840212570993526,-21.821384078577946,0,fp32,0.4217171717171717
71,-22.526656968253,-22.571224734896706,1,fp32,0.4217171717171717
72,-23.53246428749778,-23.334241260181773,0,fp32,0.4217171717171717
73,-23.332406558990478,-23.717450065612795,1,fp32,0.4217171717171717
74,-23.850013065338135,-23.86494059562683,1,fp32,0.4217171717171717
75,-23.54255897348577,-23.75810011950406,1,fp32,0.4217171717171717
76,-22.06717378616333,-21.936329708099365,0,fp32,0.4217171717171717
77,-23.74198461714245,-23.976422264462425,1,fp32,0.4217171717171717
78,-22.7042555809021,-22.481354940505256,0,fp32,0.4217171717171717
79,-23.38262251149053,-23.39052258367124,1,fp32,0.4217171717171717
80,-22.523432041469373,-22.29643039954336,0,fp32,0.4217171717171717
81,-22.482357358932497,-22.915889775753023,1,fp32,0.4217171717171717
82,-23.779849767684937,-23.716200089454652,0,fp32,0.4217171717171717
83,-24.768591833114623,-24.675558042526244,0,fp32,0.4217171717171717
84,-22.04716585931324,-21.944415262767247,0,fp32,0.4217171717171717
85,-23.888028826032365,-23.55870062964303,0,fp32,0.4217171717171717
86,-22.4554296369138,-22.350132921467658,0,fp32,0.4217171717171717
87,-22.24513292312622,-22.34219346443812,1,fp32,0.4217171717171717
88,-22.538527426512346,-22.892124258953594,1,fp32,0.4217171717171717
89,-23.048361318452017,-22.630348137446813,0,fp32,0.4217171717171717
90,-22.595394113789435,-22.45364166342694,0,fp32,0.4217171717171717
91,-22.41040786107381,-22.653536478678387,1,fp32,0.4217171717171717
92,-21.692123015721638,-21.02312974135081,0,fp32,0.4217171717171717
93,-23.150640354156494,-23.417700538635255,1,fp32,0.4217171717171717
94,-24.900222539901733,-24.7867192029953,0,fp32,0.4217171717171717
95,-25.0756178855896,-25.058280410766603,0,fp32,0.4217171717171717
96,-21.087572608675277,-21.20465071996053,1,fp32,0.4217171717171717
97,-22.83435924053192,-22.919438576698305,1,fp32,0.4217171717171717
98,-24.517442360520363,-24.330444633960724,0,fp32,0.4217171717171717
99,-22.129560589790344,-22.167778804898262,1,fp32,0.4217171717171717
100,-22.117066011428832,-22.250175180435182,1,fp32,0.4217171717171717
101,-24.637694120407104,-24.605059385299683,0,fp32,0.4217171717171717
102,-22.688220058168685,-22.23080042430333,0,fp32,0.4217171717171717
103,-22.873081489042804,-22.858649470589377,0,fp32,0.4217171717171717
104,-22.920018856342022,-22.6666196676401,0,fp32,0.4217171717171717
105,-23.835984208367087,-24.022924704985186,1,fp32,0.4217171717171717
106,-24.002432346343994,-23.847651720046997,0,fp32,0.4217171717171717
107,-24.70855496146462,-24.8229173746976,1,fp32,0.4217171717171717
108,-21.28489992618561,-20.603828525543214,0,fp32,0.4217171717171717
109,-23.172474839470603,-23.084036220203746,0,fp32,0.4217171717171717
110,-23.553399665015085,-23.2905147927148,0,fp32,0.4217171717171717
111,-23.405873680114745,-23.52471520423889,1,fp32,0.4217171717171717
112,-23.834612857727777,-23.799307141985214,0,fp32,0.4217171717171717
113,-24.249493644351052,-24.183424041384743,0,fp32,0.4217171717171717
114,-23.41178243160248,-23.464931869506835,1,fp32,0.4217171717171717
115,-24.94868767261505,-24.6419841448466,0,fp32,0.4217171717171717
116,-23.780137580374014,-23.647509015124776,0,fp32,0.4217171717171717
117,-24.76648224393527,-24.927775075038273,1,fp32,0.4217171717171717
118,-24.618086187463057,-24.361847413213628,0,fp32,0.4217171717171717
119,-21.768600821495056,-21.827453279495238,1,fp32,0.4217171717171717
120,-23.98330796848644,-24.011220303448763,1,fp32,0.4217171717171717
121,-22.848016966944154,-22.955849792646326,1,fp32,0.4217171717171717
122,-22.9938955523751,-23.04354535449635,1,fp32,0.4217171717171717
123,-23.84256911277771,-24.06852056763389,1,fp32,0.4217171717171717
124,-24.088104457855223,-23.966340160369874,0,fp32,0.4217171717171717
125,-21.764410052980697,-21.845201015472412,1,fp32,0.4217171717171717
126,-22.477922816025583,-22.160333658519544,0,fp32,0.4217171717171717
127,-23.119975805282593,-23.167239841661956,1,fp32,0.4217171717171717
128,-22.474072289466857,-21.888990473747253,0,fp32,0.4217171717171717
129,-24.243882565271285,-24.760780413945515,1,fp32,0.4217171717171717
130,-21.869523338649582,-21.629082565722257,0,fp32,0.4217171717171717
131,-22.996896380469913,-23.216973645346506,1,fp32,0.4217171717171717
132,-24.834731679213675,-24.36040917195772,0,fp32,0.4217171717171717
133,-23.799962441126507,-23.655582723163423,0,fp32,0.4217171717171717
134,-23.622924895513627,-23.48720259893508,0,fp32,0.4217171717171717
135,-23.195920169353485,-23.349239508310955,1,fp32,0.4217171717171717
136,-20.61317140405828,-20.602258801460266,0,fp32,0.4217171717171717
137,-22.972102801005047,-22.99231379561954,1,fp32,0.4217171717171717
138,-22.843040323257448,-22.777401089668274,0,fp32,0.4217171717171717
139,-21.20420386574485,-21.366485140540384,1,fp32,0.4217171717171717
140,-23.611415775198687,-23.452477003398695,0,fp32,0.4217171717171717
141,-22.984225122552168,-23.59035707774915,1,fp32,0.4217171717171717
142,-23.242838751186024,-23.125982674685392,0,fp32,0.4217171717171717
143,-23.845377025604247,-23.716025009155274,0,fp32,0.4217171717171717
144,-23.832810378074647,-23.63509246110916,0,fp32,0.4217171717171717
145,-22.658670902252197,-22.84207050005595,1,fp32,0.4217171717171717
146,-24.910773634910583,-24.530215680599213,0,fp32,0.4217171717171717
147,-25.093514875932172,-25.48677151853388,1,fp32,0.4217171717171717
148,-22.43692575454712,-22.53277931213379,1,fp32,0.4217171717171717
149,-21.82422610429617,-21.79842110780569,0,fp32,0.4217171717171717
150,-23.64752116203308,-23.4886833190918,0,fp32,0.4217171717171717
151,-25.050523626804353,-25.093625378608703,1,fp32,0.4217171717171717
152,-24.10790569782257,-24.362677145004273,1,fp32,0.4217171717171717
153,-24.37626219931103,-24.28000225339617,0,fp32,0.4217171717171717
154,-23.691696768221647,-23.83032400711723,1,fp32,0.4217171717171717
155,-22.532162818041716,-22.62544256990606,1,fp32,0.4217171717171717
156,-22.19189294524815,-22.619880063193186,1,fp32,0.4217171717171717
157,-23.229248101061042,-23.458808931437407,1,fp32,0.4217171717171717
158,-21.791395405928295,-21.546159227689106,0,fp32,0.4217171717171717
159,-23.061870960962203,-23.321409736360824,1,fp32,0.4217171717171717
160,-22.519031474464818,-22.45885359613519,0,fp32,0.4217171717171717
161,-23.13786388698377,-23.34388263602006,1,fp32,0.4217171717171717
162,-22.27775862481859,-22.839613914489746,1,fp32,0.4217171717171717
163,-24.04629996243645,-23.456618140725528,0,fp32,0.4217171717171717
164,-22.424649070290958,-21.74171451961293,0,fp32,0.4217171717171717
165,-21.62979655038743,-21.359646479288738,0,fp32,0.4217171717171717
166,-21.71978408640081,-21.636164210059427,0,fp32,0.4217171717171717
167,-22.67769613265991,-22.684931993484497,1,fp32,0.4217171717171717
168,-24.271908978621166,-24.272371411323547,1,fp32,0.4217171717171717
169,-21.229369692180466,-21.199705092803292,0,fp32,0.4217171717171717
170,-22.235357097957444,-22.115375394406527,0,fp32,0.4217171717171717
171,-23.582340450286864,-23.742919855117798,1,fp32,0.4217171717171717
172,-22.101687526702882,-21.944315958023072,0,fp32,0.4217171717171717
173,-22.857203340530397,-22.989821100234984,1,fp32,0.4217171717171717
174,-22.515369588678535,-22.50241162560203,0,fp32,0.4217171717171717
175,-23.60826117992401,-23.631664443016053,1,fp32,0.4217171717171717
176,-22.64926133155823,-22.652357029914857,1,fp32,0.4217171717171717
177,-23.080488920211792,-22.952545762062073,0,fp32,0.4217171717171717
178,-23.298498209785013,-22.5661644374623,0,fp32,0.4217171717171717
179,-22.925043269991875,-23.06697490811348,1,fp32,0.4217171717171717
180,-24.389313307675447,-24.41785077615218,1,fp32,0.4217171717171717
181,-23.188166328098465,-23.251627403756846,1,fp32,0.4217171717171717
182,-24.110074671832,-23.653241287578236,0,fp32,0.4217171717171717
183,-23.51913411617279,-23.60558137893677,1,fp32,0.4217171717171717
184,-21.217437765815042,-21.13659232312983,0,fp32,0.4217171717171717
185,-21.819323648105968,-22.08436721021479,1,fp32,0.4217171717171717
186,-23.5836676514667,-23.859506068022355,1,fp32,0.4217171717171717
187,-25.157803318717264,-25.07004143974998,0,fp32,0.4217171717171717
188,-24.24348670786077,-24.13258784467524,0,fp32,0.4217171717171717
189,-21.623672212873185,-21.58499797752925,0,fp32,0.4217171717171717
190,-22.77762244939804,-22.710978543758394,0,fp32,0.4217171717171717
191,-24.652711110956528,-25.090958006241742,1,fp32,0.4217171717171717
192,-21.9055974142892,-22.29458196957906,1,fp32,0.4217171717171717
193,-24.073151555928316,-24.261321013624016,1,fp32,0.4217171717171717
194,-22.186470455593533,-22.104486915800308,0,fp32,0.4217171717171717
195,-23.991306174885143,-24.412856578826904,1,fp32,0.4217171717171717
196,-24.83860492706299,-24.520144760608673,0,fp32,0.4217171717171717
197,-23.86179130077362,-24.046124243736266,1,fp32,0.4217171717171717
198,-24.282337427139282,-23.476113784313203,0,fp32,0.4217171717171717
199,-22.99455487728119,-23.129369962215424,1,fp32,0.4217171717171717
200,-21.71672398703439,-21.53586635135469,0,fp32,0.4217171717171717
201,-24.80497088215568,-25.277592225508258,1,fp32,0.4217171717171717
202,-21.658111254374187,-21.537247856458027,0,fp32,0.4217171717171717
203,-22.42225860414051,-22.399677231198265,0,fp32,0.4217171717171717
204,-22.409627509117126,-22.503545594215392,1,fp32,0.4217171717171717
205,-23.392764063442456,-23.55417013168335,1,fp32,0.4217171717171717
206,-21.03785080658762,-21.09577889191477,1,fp32,0.4217171717171717
207,-23.13300395011902,-22.957140922546387,0,fp32,0.4217171717171717
208,-22.905056771777925,-22.726510252271378,0,fp32,0.4217171717171717
209,-24.01720540864127,-24.157942510786512,1,fp32,0.4217171717171717
210,-22.281482835610706,-22.349222739537556,1,fp32,0.4217171717171717
211,-23.89309643507004,-23.80032488107681,0,fp32,0.4217171717171717
212,-22.03126938343048,-21.925823402404784,0,fp32,0.4217171717171717
213,-23.07410249710083,-23.044947814941406,0,fp32,0.4217171717171717
214,-21.462760627269745,-21.388761560122173,0,fp32,0.4217171717171717
215,-23.62572364807129,-23.603279209136964,0,fp32,0.4217171717171717
216,-22.40179745356242,-22.215972264607746,0,fp32,0.4217171717171717
217,-23.885767800467356,-23.935944738842192,1,fp32,0.4217171717171717
218,-24.71044665291196,-24.393654687064036,0,fp32,0.4217171717171717
219,-23.766584433042087,-23.644189082659206,0,fp32,0.4217171717171717
220,-21.752201492136177,-21.723994905298408,0,fp32,0.4217171717171717
221,-21.666359146436054,-21.852272888024647,1,fp32,0.4217171717171717
222,-22.419583865574428,-21.85975031625657,0,fp32,0.4217171717171717
223,-24.647713736483926,-24.63857347086856,0,fp32,0.4217171717171717
224,-21.099672466516495,-21.25716358423233,1,fp32,0.4217171717171717
225,-24.473060021797817,-25.03375409046809,1,fp32,0.4217171717171717
226,-23.195413721932304,-23.13526103231642,0,fp32,0.4217171717171717
227,-23.62018884312023,-23.67676468328996,1,fp32,0.4217171717171717
228,-21.92349225282669,-21.82304008801778,0,fp32,0.4217171717171717
229,-24.15775119690668,-24.338656607128325,1,fp32,0.4217171717171717
230,-23.624184586785056,-23.204612612724304,0,fp32,0.4217171717171717
231,-24.228985873135652,-24.46743841604753,1,fp32,0.4217171717171717
232,-22.864378127184782,-22.70172264359214,0,fp32,0.4217171717171717
233,-23.61922857978127,-23.593195525082674,0,fp32,0.4217171717171717
234,-22.917332989828928,-22.885262239547004,0,fp32,0.4217171717171717
235,-22.86428315298898,-23.049489134833927,1,fp32,0.4217171717171717
236,-22.696564141441794,-22.638099474065445,0,fp32,0.4217171717171717
237,-23.245271342141287,-23.695477440243675,1,fp32,0.4217171717171717
238,-21.73973467133262,-21.601640918038107,0,fp32,0.4217171717171717
239,-22.052208987149324,-21.936600370840594,0,fp32,0.4217171717171717
240,-24.40562079934513,-23.68998981924618,0,fp32,0.4217171717171717
241,-24.945193618535995,-24.812689810991287,0,fp32,0.4217171717171717
242,-22.975094946947966,-23.00570470636541,1,fp32,0.4217171717171717
243,-24.09630573272705,-24.039585552215577,0,fp32,0.4217171717171717
244,-23.421403816768102,-23.51217932928176,1,fp32,0.4217171717171717
245,-25.104971957206725,-25.19567189216614,1,fp32,0.4217171717171717
246,-23.72279721812198,-23.130255385449058,0,fp32,0.4217171717171717
247,-23.36891152858734,-23.29440793991089,0,fp32,0.4217171717171717
248,-22.628214422025177,-22.55099226299085,0,fp32,0.4217171717171717
249,-22.72938398692919,-22.849602315736853,1,fp32,0.4217171717171717
250,-21.56590683563896,-21.456186501876168,0,fp32,0.4217171717171717
251,-22.892339611053465,-23.317023102442423,1,fp32,0.4217171717171717
252,-23.328394999870888,-23.234884087856,0,fp32,0.4217171717171717
253,-22.954432388146717,-23.047279914220173,1,fp32,0.4217171717171717
254,-22.47915914784307,-20.85462349653244,0,fp32,0.4217171717171717
255,-22.984411080678303,-22.914433419704437,0,fp32,0.4217171717171717
256,-21.565439572701088,-21.32276153564453,0,fp32,0.4217171717171717
257,-23.54358718706214,-23.524067132369332,0,fp32,0.4217171717171717
258,-22.585978344867105,-22.152104967518856,0,fp32,0.4217171717171717
259,-22.359389435161244,-22.381374315782026,1,fp32,0.4217171717171717
260,-24.948956840916683,-24.353497680864837,0,fp32,0.4217171717171717
261,-23.69401385784149,-23.559078192710878,0,fp32,0.4217171717171717
262,-24.001743523970895,-23.703308260959126,0,fp32,0.4217171717171717
263,-22.370559255282085,-22.33544127146403,0,fp32,0.4217171717171717
264,-23.239258289337158,-22.99178409576416,0,fp32,0.4217171717171717
265,-23.13647262616591,-23.329917539249767,1,fp32,0.4217171717171717
266,-20.200588831534752,-20.117331999998825,0,fp32,0.4217171717171717
267,-21.646269762957537,-21.711217279787416,1,fp32,0.4217171717171717
268,-24.06258124890535,-23.286515567613684,0,fp32,0.4217171717171717
269,-23.145782101154328,-22.984778773784637,0,fp32,0.4217171717171717
270,-21.83192295074463,-21.817919025421144,0,fp32,0.4217171717171717
271,-21.986407356262205,-22.055043869018554,1,fp32,0.4217171717171717
272,-23.61224763393402,-22.958618187904356,0,fp32,0.4217171717171717
273,-23.90649828703507,-24.073492983113166,1,fp32,0.4217171717171717
274,-24.656461563977327,-24.09713478521867,0,fp32,0.4217171717171717
275,-23.13956288287514,-23.16390027497944,1,fp32,0.4217171717171717
276,-22.54903635978699,-22.704887676239014,1,fp32,0.4217171717171717
277,-24.179629200383236,-23.8917209474664,0,fp32,0.4217171717171717
278,-22.854603624343873,-22.575518338576607,0,fp32,0.4217171717171717
279,-22.81420757373174,-22.766037275393803,0,fp32,0.4217171717171717
280,-24.297437957354955,-24.398447803088597,1,fp32,0.4217171717171717
281,-23.917505282622116,-23.75945911040673,0,fp32,0.4217171717171717
282,-23.12843930721283,-22.812196453412373,0,fp32,0.4217171717171717
283,-23.581710067662325,-23.727385206656024,1,fp32,0.4217171717171717
284,-20.85086864233017,-21.105668425559998,1,fp32,0.4217171717171717
285,-21.146742992401123,-20.88284854888916,0,fp32,0.4217171717171717
286,-23.754011293252308,-23.01338618993759,0,fp32,0.4217171717171717
287,-24.531043390432995,-24.620596289634705,1,fp32,0.4217171717171717
288,-23.16763667499318,-22.61997438879574,0,fp32,0.4217171717171717
289,-23.6040429065102,-23.849242687225342,1,fp32,0.4217171717171717
290,-22.503215551376343,-22.109209696451824,0,fp32,0.4217171717171717
291,-23.20180674961635,-23.354557491484144,1,fp32,0.4217171717171717
292,-22.9162766716697,-22.730273853648793,0,fp32,0.4217171717171717
293,-22.725818395614624,-23.33805821158669,1,fp32,0.4217171717171717
294,-22.88411553700765,-23.04712623357773,1,fp32,0.4217171717171717
295,-23.21918315887451,-24.027748237956654,1,fp32,0.4217171717171717
296,-20.536069665636337,-21.011068275996617,1,fp32,0.4217171717171717
297,-23.047844058588932,-22.924651371805293,0,fp32,0.4217171717171717
298,-20.88484873978988,-20.799971787825875,0,fp32,0.4217171717171717
299,-22.573708803757377,-22.685992966527525,1,fp32,0.4217171717171717
300,-22.72499692440033,-22.92749907573064,1,fp32,0.4217171717171717
301,-23.595161085543424,-23.316800469937533,0,fp32,0.4217171717171717
302,-23.556866812705994,-23.665666246414183,1,fp32,0.4217171717171717
303,-22.67416274547577,-22.599502873420715,0,fp32,0.4217171717171717
304,-22.40115813108591,-22.64151818018693,1,fp32,0.4217171717171717
305,-22.380523453156155,-21.91172616680463,0,fp32,0.4217171717171717
306,-22.147308630101822,-22.143251250771915,0,fp32,0.4217171717171717
307,-23.107527881860733,-23.421136498451233,1,fp32,0.4217171717171717
308,-22.280062098252145,-22.119575701261823,0,fp32,0.4217171717171717
309,-23.559217929840088,-23.725674797506894,1,fp32,0.4217171717171717
310,-22.60094996502525,-22.54958943316811,0,fp32,0.4217171717171717
311,-24.109234159642998,-24.363989223133434,1,fp32,0.4217171717171717
312,-24.062290971929375,-23.57779485529119,0,fp32,0.4217171717171717
313,-24.09336980183919,-23.773704812640236,0,fp32,0.4217171717171717
314,-22.375938248634338,-22.22372109889984,0,fp32,0.4217171717171717
315,-22.82239497791637,-22.973873311823066,1,fp32,0.4217171717171717
316,-21.364901883261545,-21.52301261538551,1,fp32,0.4217171717171717
317,-22.819714496010228,-22.690720407586348,0,fp32,0.4217171717171717
318,-22.62764585018158,-22.442548394203186,0,fp32,0.4217171717171717
319,-24.522540937770497,-25.08515960519964,1,fp32,0.4217171717171717
320,-23.28194850141352,-22.980382724241778,0,fp32,0.4217171717171717
321,-23.8968410946074,-23.883757999965123,0,fp32,0.4217171717171717
322,-23.150111350146208,-23.23768752271479,1,fp32,0.4217171717171717
323,-24.25773310661316,-24.476847887039185,1,fp32,0.4217171717171717
324,-21.553341973911632,-21.219906980341133,0,fp32,0.4217171717171717
325,-22.302222446961835,-22.38444551554593,1,fp32,0.4217171717171717
326,-22.280082869529725,-22.22194185256958,0,fp32,0.4217171717171717
327,-23.536603307724,-23.846923851966856,1,fp32,0.4217171717171717
328,-21.325207434202497,-21.500773128710296,1,fp32,0.4217171717171717
329,-23.618853819997685,-23.681624663503545,1,fp32,0.4217171717171717
330,-24.930170202255248,-24.36822190284729,0,fp32,0.4217171717171717
331,-25.56768364376492,-25.544329749213325,0,fp32,0.4217171717171717
332,-21.76045951843262,-21.78711814880371,1,fp32,0.4217171717171717
333,-22.961808541241815,-22.845466164981616,0,fp32,0.4217171717171717
334,-24.02703525709069,-24.147578716278076,1,fp32,0.4217171717171717
335,-24.817839709195223,-24.46421766281128,0,fp32,0.4217171717171717
336,-23.557002044859388,-23.436116082327707,0,fp32,0.4217171717171717
337,-21.67701040614735,-21.758897738023236,1,fp32,0.4217171717171717
338,-23.58497312068939,-23.558612537384032,0,fp32,0.4217171717171717
339,-22.509983188227604,-22.410467624664307,0,fp32,0.4217171717171717
340,-22.40018783569336,-22.20177116394043,0,fp32,0.4217171717171717
341,-23.93509552001953,-24.122753009796142,1,fp32,0.4217171717171717
342,-23.63188666389102,-23.352976708185103,0,fp32,0.4217171717171717
343,-21.74455393444408,-21.865355079824273,1,fp32,0.4217171717171717
344,-23.3667208807809,-22.854305352483475,0,fp32,0.4217171717171717
345,-24.600991160781295,-24.802288638220894,1,fp32,0.4217171717171717
346,-22.764844466900005,-22.573540704003697,0,fp32,0.4217171717171717
347,-22.535232973098754,-22.785861825942995,1,fp32,0.4217171717171717
348,-21.123930288397748,-21.181887896164604,1,fp32,0.4217171717171717
349,-23.30678186416626,-23.339358484745027,1,fp32,0.4217171717171717
350,-22.828367091991282,-22.49403782244082,0,fp32,0.4217171717171717
351,-24.396252642075222,-24.225683947404224,0,fp32,0.4217171717171717
352,-21.063174520220077,-20.859589099884033,0,fp32,0.4217171717171717
353,-22.075112569899787,-22.309904711587087,1,fp32,0.4217171717171717
354,-22.261314193407696,-22.353803237279255,1,fp32,0.4217171717171717
355,-23.107404579718906,-22.985441237688065,0,fp32,0.4217171717171717
356,-23.31425538063049,-22.614297938346862,0,fp32,0.4217171717171717
357,-22.433009889390732,-22.369370884365505,0,fp32,0.4217171717171717
358,-23.97561274404111,-24.005926546843156,1,fp32,0.4217171717171717
359,-22.92193839663551,-22.767759459359304,0,fp32,0.4217171717171717
360,-22.81512250502904,-22.70763353506724,0,fp32,0.4217171717171717
361,-24.365972814105806,-24.42794370651245,1,fp32,0.4217171717171717
362,-22.496991489244543,-22.087007937224016,0,fp32,0.4217171717171717
363,-23.221586162393745,-23.478758270090278,1,fp32,0.4217171717171717
364,-23.335325660705568,-23.092775707244872,0,fp32,0.4217171717171717
365,-23.719252379044242,-23.76795108421989,1,fp32,0.4217171717171717
366,-23.396087831921047,-23.459047847323948,1,fp32,0.4217171717171717
367,-23.329707264900208,-23.679713368415833,1,fp32,0.4217171717171717
368,-23.17454356732576,-23.10695801610532,0,fp32,0.4217171717171717
369,-22.615784686544668,-22.492090287415877,0,fp32,0.4217171717171717
370,-22.988905429840088,-22.875351905822754,0,fp32,0.4217171717171717
371,-23.86926228349859,-23.844569488005206,0,fp32,0.4217171717171717
372,-22.80916800322356,-22.693260616726345,0,fp32,0.4217171717171717
373,-23.091929225921632,-22.964144897460937,0,fp32,0.4217171717171717
374,-23.48600082044248,-23.40964244913172,0,fp32,0.4217171717171717
375,-25.28220614365169,-25.32103177479335,1,fp32,0.4217171717171717
376,-22.988529541913202,-23.25579595565796,1,fp32,0.4217171717171717
377,-21.660207823703164,-21.392925965158565,0,fp32,0.4217171717171717
378,-23.40335613489151,-23.636912912130356,1,fp32,0.4217171717171717
379,-22.770289033651352,-22.440898805856705,0,fp32,0.4217171717171717
380,-24.323679045626992,-23.69199481763338,0,fp32,0.4217171717171717
381,-23.337209031695412,-24.002180826096307,1,fp32,0.4217171717171717
382,-21.928001860777538,-22.149710595607758,1,fp32,0.4217171717171717
383,-21.04210480399754,-20.71895456314087,0,fp32,0.4217171717171717
384,-23.248635120391846,-22.91293954849243,0,fp32,0.4217171717171717
385,-24.501622177305677,-25.385292416527157,1,fp32,0.4217171717171717
386,-23.82614549001058,-23.282588822501047,0,fp32,0.4217171717171717
387,-22.951950524982653,-23.623589314912493,1,fp32,0.4217171717171717
388,-24.402922859191893,-24.117635517120362,0,fp32,0.4217171717171717
389,-23.029580692450207,-23.394843618075054,1,fp32,0.4217171717171717
390,-22.03141143321991,-22.08051872253418,1,fp32,0.4217171717171717
391,-23.233780317836338,-23.080919729338753,0,fp32,0.4217171717171717
392,-22.43212561607361,-22.106017291545868,0,fp32,0.4217171717171717
393,-23.68253221009907,-23.663834810256958,0,fp32,0.4217171717171717
394,-23.229641738690827,-23.72174875359786,1,fp32,0.4217171717171717
395,-25.127645874023436,-24.57770962715149,0,fp32,0.4217171717171717
0,-25.27241443452381,-25.423177083333332,1,fp16,0.4217171717171717
1,-24.958675986842106,-24.875,0,fp16,0.4217171717171717
